family,.text_size,.text_entropy,.text_vsize,.data_size,.data_entropy,.data_vsize,.rsrc_size,.rsrc_entropy,.rsrc_vsize,machine,subsystem,general_size,general_vsize,general_has_debug,general_exports,general_imports,general_has_relocations,general_has_resources,general_has_signature,general_has_tls,general_symbols,strings_numstrings,strings_avlength,strings_printables,strings_entropy,strings_paths,strings_urls,strings_registry,strings_MZ,coff_timestamp,optional_major_image_version,optional_minor_image_version,optional_major_linker_version,optional_minor_linker_version,optional_major_operating_system_version,optional_minor_operating_system_version,optional_major_subsystem_version,optional_minor_subsystem_version,optional_sizeof_code,optional_sizeof_headers,optional_sizeof_heap_commit
7,0.21641550232600737,0.2546469439341301,0.15478913304523653,0.8926578654547597,-1.2199206921623824,0.20488848080211816,1.9683292147795857,1.6579889985792806,1.8801206696527932,1,1,1.4173972175431737,1.1861570519438358,-0.8631109783286742,-0.41505782185633633,0.20674166952158932,0.7073731615995329,0.06351607259237045,-0.29761214811446035,-0.371098754665501,0.0,1.5339722983071076,-1.0238396754424455,0.8077438887870112,0.9604320951898786,-0.4523292825756231,-0.3916148758511314,-0.1569520826471746,1.143440834598939,-0.8881879525550882,-0.22817020595859652,-0.14318626508671253,0.14736122353742598,-0.43687612215746163,0.1722567621628989,0.8521982881980598,0.17541288697202195,0.8597226833116336,0.1471957766711708,-0.47074870915807177,-0.026622798308324994
3,0.0413209733304036,-0.6632250852268091,-0.11006766329260653,0.041824477151599045,-0.10268968478924145,-0.6826439342104461,-1.2172881855105468,-0.8348836074394211,-1.062575282563834,0,2,-0.955777192700845,-0.8311088761365321,-0.8631109783286742,-0.41505782185633633,-0.5763835510590187,-1.41368100217256,0.06351607259237045,-0.29761214811446035,2.6947005006830986,0.0,-0.9869339482204835,-0.398782040767476,-1.1202396613032242,-0.5779270643444132,-0.4523292825756231,-0.13487953906495997,-0.1569520826471746,-1.312442671889366,-0.38459910611467035,4.416889917390746,6.983910079604403,-0.45324511436024983,-0.43687612215746163,0.1722567621628989,2.3849234840447964,0.17541288697202195,2.443171214739443,-0.08979161874717581,-0.47074870915807177,23.59310532451349
9,0.3470755798551677,0.3036397194184751,0.34850334252655435,-0.35149301574835373,-0.264988137659803,-0.8034804000776508,-0.7859094462352475,-0.5640991943844803,-0.6698068175512357,1,1,-0.2992536807401813,-0.40020533712479917,1.1585995603211967,-0.41505782185633633,-0.24936422817920437,0.7073731615995329,0.06351607259237045,-0.29761214811446035,2.6947005006830986,0.0,-0.28716717405080316,0.1205275364374039,-0.2034221773223719,0.08960174672005619,5.119564419370734,0.1218557977212115,-0.1569520826471746,-0.3128817544859764,0.24013369245665936,-0.22817020595859652,-0.14318626508671253,1.3485738993327776,0.7749103910990248,1.6634011685382597,-0.6805269076486764,1.7139461819556985,-0.7237258481161762,0.35212774027708016,-0.47074870915807177,-0.026622798308324994
7,0.17997764837726485,0.09637757798038805,0.09729158791921062,0.7142781566813678,-1.1455348083639814,0.1739979964098933,1.582109331609092,1.6477903663044842,1.523304199274683,0,1,0.7266786272483574,0.5449822847838355,-0.8631109783286742,-0.41505782185633633,0.19813589786685737,0.7073731615995329,0.06351607259237045,-0.29761214811446035,-0.371098754665501,0.0,0.7564145217218534,-0.8185315924303225,0.22250972101985778,0.834340160736585,-0.4523292825756231,-0.3916148758511314,-0.1569520826471746,0.4432568897180862,-0.9299743857733147,-0.22817020595859652,-0.14318626508671253,0.14736122353742598,-0.43687612215746163,0.1722567621628989,2.3849234840447964,0.17541288697202195,2.443171214739443,0.11061441816458728,-0.47074870915807177,-0.026622798308324994
9,0.6292871163830837,0.40333108532436146,0.7633153476186567,0.18136625774863024,0.005512411195159346,-0.14714373009625215,1.5846374596752208,1.479740943037523,1.5251598064403928,1,2,0.8621171118501691,0.6649098921998523,-0.8631109783286742,-0.41505782185633633,1.5578478193145064,-1.41368100217256,0.06351607259237045,-0.29761214811446035,-0.371098754665501,0.0,0.7306525974353134,-0.5041983686331651,0.37634699251959686,0.3545669678940015,0.15331133720115192,-0.3916148758511314,-0.1569520826471746,0.8103068726748727,0.5239751331755635,-0.22817020595859652,-0.14318626508671253,-0.45324511436024983,-0.43687612215746163,-1.318887644212462,-0.6805269076486764,-1.3631204080116546,-0.7237258481161762,0.7600193588178001,2.137583424238183,-0.026622798308324994
8,-6.204391543908808,-5.791882582278894,1.2193002600793834,-4.386570361191281,-1.7148955466858455,-0.30675441217252564,-1.2172881855105468,-0.08983693922681711,-1.0943661660428396,1,2,2.3579522611829318,2.5112921361263725,-0.8631109783286742,-0.41505782185633633,-0.9550375038672249,0.7073731615995329,0.06351607259237045,-0.29761214811446035,2.6947005006830986,0.0,2.4699063354609296,-1.1755800949637203,1.5654768217069273,1.1273268181525888,-0.4523292825756231,-0.3916148758511314,-0.1569520826471746,2.6412692035310514,0.7813509111235627,-0.22817020595859652,-0.14318626508671253,1.3485738993327776,2.2290542070068087,1.6634011685382597,-0.6805269076486764,1.7139461819556985,-0.7237258481161762,1.1907519056867264,-0.47074870915807177,-0.026622798308324994
7,-0.2179049227209334,0.40814098968211865,-0.5472237532601939,-0.35149301574835373,-1.1656164879735411,-0.6438794134161842,-0.4004826251949693,-1.5366370255857826,-0.846927659338347,1,2,2.4212172854434306,-1.1672170158056334,-0.8631109783286742,-0.41505782185633633,-0.4645085195475033,-1.41368100217256,0.06351607259237045,-0.29761214811446035,-0.371098754665501,0.0,2.605984583612191,-1.1053289340490409,1.7299686362109772,1.1174645349889996,1.364592576754702,-0.3916148758511314,-0.1569520826471746,2.9873401270006403,-1.1021582588554972,-0.22817020595859652,-0.14318626508671253,-0.7535482833090877,0.7749103910990248,-1.318887644212462,-0.6805269076486764,-1.3631204080116546,-0.7237258481161762,-0.46446117197994746,2.137583424238183,-0.026622798308324994
1,0.09888618080704943,0.3230776233216438,-0.022023801661241946,-0.49100848790909307,-0.6912562431160324,-0.9627145446074202,-1.2172881855105468,-0.12331918433421665,-1.085964953760556,1,1,-0.7206487091664823,-0.7899345321903566,1.1585995603211967,-0.41505782185633633,-0.39566234630964764,0.7073731615995329,0.06351607259237045,-0.29761214811446035,-0.371098754665501,0.0,-0.5113554564692887,0.09009744036977353,-0.4228090980929367,-0.053328233321067155,-0.4523292825756231,-0.13487953906495997,-0.1569520826471746,-0.3128817544859764,0.8342166233379843,-0.22817020595859652,-0.14318626508671253,1.3485738993327776,2.5925901609837543,1.6634011685382597,-0.6805269076486764,1.7139461819556985,-0.7237258481161762,-0.006590322520369075,-0.47074870915807177,-0.026622798308324994
9,-0.5322590856879652,0.20251684258686406,-0.9699945798152277,-0.5794213357597896,-1.0891041935160366,-1.4232905811503724,1.8377597978052211,0.5448038584532439,1.7595079134634424,1,2,1.0643262519181058,0.8717276046702812,-0.8631109783286742,1.0860868163198047,-0.8775855589746372,0.7073731615995329,0.06351607259237045,-0.29761214811446035,-0.371098754665501,0.0,-1.1954800895203117,4.0455296997359405,3.0851642258110497,0.22197793021415574,-0.4523292825756231,-0.3916148758511314,-0.1569520826471746,3.4032104011621174,0.6053950127428189,-0.22817020595859652,-0.14318626508671253,-2.2550641280532773,2.5925901609837543,0.1722567621628989,-0.6805269076486764,0.17541288697202195,-0.7237258481161762,-0.9063738751879273,-0.47074870915807177,-0.026622798308324994
8,-1.0157930902788017,0.20932133281081283,-1.708104952066177,-0.24326947710465485,1.1670691848566541,-0.5268580675221138,1.0825833803202827,-0.5317759772741225,1.0611304276518752,1,2,-0.4664183832639045,-0.5490332196628225,-0.8631109783286742,-0.41505782185633633,-0.30099885810759613,-1.41368100217256,0.06351607259237045,-0.29761214811446035,2.6947005006830986,0.0,-1.0244435912016185,-0.5997660336742467,-1.266126633675245,0.2667308036673832,-0.4523292825756231,-0.3916148758511314,-0.1569520826471746,-1.312442671889366,-0.06315904472460646,-0.22817020595859652,-0.14318626508671253,-1.3541546212067637,1.017267693750322,-1.318887644212462,-0.6805269076486764,-1.3631204080116546,-0.7237258481161762,-1.6176808457173992,-0.47074870915807177,-0.026622798308324994
